Date,Country/Region,Province/State,Confirmed,Recovered,Deaths
2020-07-01,India,,604641,359860,17834
2020-07-02,India,,625544,379892,18213
2020-07-03,India,,648315,394227,18655
2020-07-04,India,,673165,409083,19268
2020-07-05,India,,697413,424433,19693
2020-07-06,India,,719664,439934,20159
2020-07-07,India,,742417,456831,20642
2020-07-08,India,,767296,476378,21129
2020-07-09,India,,793802,495513,21604
2020-07-10,India,,820916,515386,22123
2020-07-11,India,,849522,534618,22673
2020-07-12,India,,878254,553471,23174
2020-07-13,India,,906752,571460,23727
2020-07-14,India,,936181,592032,24309
2020-07-15,India,,968857,612768,24914
2020-07-16,India,,1003832,635757,25602
2020-07-17,India,,1039084,653751,26273
2020-07-18,India,,1077781,677423,26816
2020-07-19,India,,1118206,700087,27497
2020-07-20,India,,1155338,724578,28082
2020-07-21,India,,1193078,753050,28732
2020-07-22,India,,1238798,782607,29861
2020-07-23,India,,1288108,817209,30601
2020-07-24,India,,1337024,849432,31358
2020-07-25,India,,1385635,885573,32060
2020-07-26,India,,1435616,917568,32771
2020-07-27,India,,1480073,951166,33408
2020-07-28,India,,1531669,988029,34193
2020-07-29,India,,1581963,1019735,34955
2020-07-30,India,,1634746,1055348,35718
2020-07-31,India,,1695988,1094374,36511
2020-08-01,India,,1750723,1145629,37364
2020-08-02,India,,1803695,1186203,38135
2020-08-03,India,,1855745,1230509,38938
2020-08-04,India,,1908254,1282215,39795
2020-08-05,India,,1964536,1328336,40699
2020-08-06,India,,2027074,1378105,41585
2020-08-07,India,,2088611,1427005,42518
2020-08-08,India,,2153010,1480884,43379
2020-08-09,India,,2215074,1535743,44386
2020-08-10,India,,2268675,1583489,45257
2020-08-11,India,,2329638,1639599,46091
2020-08-12,India,,2396637,1695982,47033
2020-08-13,India,,2461190,1751555,48040
2020-08-14,India,,2525922,1808936,49036
2020-08-15,India,,2589952,1862258,49980
2020-08-16,India,,2647663,1919842,50921
2020-08-17,India,,2702681,1977671,51797
2020-08-18,India,,2767253,2037816,52888
2020-08-19,India,,2836925,2096664,53866
2020-08-20,India,,2905825,2158946,54849
2020-08-21,India,,2975701,2222577,55794
2020-08-22,India,,3044940,2280566,56706
2020-08-23,India,,3106348,2338035,57542
2020-08-24,India,,3167323,2404585,58390
2020-08-25,India,,3224547,2458339,59357
2020-08-26,India,,3310234,2523771,60472
2020-08-27,India,,3387500,2583948,61529
2020-08-28,India,,3463972,2648998,62550
2020-08-29,India,,3542733,2713933,63498
2020-08-30,India,,3621245,2774801,64469
2020-08-31,India,,3691166,2839882,65288
2020-09-01,India,,3769523,2901908,66333
2020-09-02,India,,3853406,2970492,67376
2020-09-03,India,,3936747,3037151,68472
2020-09-04,India,,4023179,3107223,69561
2020-09-05,India,,4113811,3180865,70626
2020-09-06,India,,4204613,3250429,71642
2020-09-07,India,,4280422,3323950,72775
2020-09-08,India,,4370128,3398844,73890
2020-09-09,India,,4465863,3471783,75062
2020-09-10,India,,4562414,3542663,76271
2020-09-11,India,,4659984,3624196,77472
2020-09-12,India,,4754356,3702595,78586
2020-09-13,India,,4846427,3780107,79722
2020-09-14,India,,4930236,3859399,80776
2020-09-15,India,,5020359,3942360,82066
2020-09-16,India,,5118253,4025079,83198
2020-09-17,India,,5214677,4112551,84372
2020-09-18,India,,5308014,4208431,85619
2020-09-19,India,,5400619,4303043,86752
2020-09-20,India,,5487580,4396399,87882
2020-09-21,India,,5562663,4497867,88935
2020-09-22,India,,5646010,4587613,90020
2020-09-23,India,,5732518,4674987,91149
2020-09-24,India,,5818570,4756164,92290
2020-09-25,India,,5903932,4849584,93379
2020-09-26,India,,5992532,4941627,94503
2020-09-27,India,,6074702,5016520,95542
2020-09-28,India,,6145291,5101397,96318
2020-09-29,India,,6225763,5187825,97497
2020-09-30,India,,6312584,5273201,98678
2020-10-01,India,,6394068,5352078,99773
2020-10-02,India,,6473544,5427706,100842
2020-10-03,India,,6549373,5509966,101782
2020-10-04,India,,6623815,5586703,102685
2020-10-05,India,,6685082,5662490,103569
2020-10-06,India,,6757131,5744693,104555
2020-10-07,India,,6835655,5827704,105526
2020-10-08,India,,6906151,5906069,106490
2020-10-09,India,,6979423,5988822,107416
2020-10-10,India,,7053806,6077976,108334
2020-10-11,India,,7120538,6149535,109150
2020-10-12,India,,7175880,6227295,109856
2020-10-13,India,,7239389,6301927,110586
2020-10-14,India,,7307097,6383441,111266
2020-10-15,India,,7370468,6453779,112161
2020-10-16,India,,7432680,6524595,112998
2020-10-17,India,,7494551,6597209,114031
2020-10-18,India,,7550273,6663608,114610
2020-10-19,India,,7597063,6733328,115197
2020-10-20,India,,7651107,6795103,115914
2020-10-21,India,,7706946,6874518,116616
2020-10-22,India,,7761312,6948497,117306
2020-10-23,India,,7814682,7016046,117956
2020-10-24,India,,7864811,7078123,118534
2020-10-25,India,,7909959,7137228,119014
2020-10-26,India,,7946429,7201070,119502
2020-10-27,India,,7990322,7259509,120010
2020-10-28,India,,8040203,7315989,120527
2020-10-29,India,,8088851,7373375,121090
2020-10-30,India,,8137119,7432829,121641
2020-10-31,India,,8184082,7491513,122111
2020-11-01,India,,8229313,7544798,122607
2020-11-02,India,,8267623,7603121,123097
2020-11-03,India,,8313876,7656478,123611
2020-11-04,India,,8364086,7711809,124315
2020-11-05,India,,8411724,7765966,124985
2020-11-06,India,,8462080,7819886,125562
2020-11-07,India,,8507754,7868968,126121
2020-11-08,India,,8553657,7917373,126611
2020-11-09,India,,8591730,7959406,127059
2020-11-10,India,,8636011,8013783,127571
2020-11-11,India,,8683916,8066501,128121
2020-11-12,India,,8728795,8115580,128668
2020-11-13,India,,8773479,8163572,129188
2020-11-14,India,,8814579,8205728,129635
2020-11-15,India,,8845127,8249579,130070
2020-11-16,India,,8874290,8290370,130519
2020-11-17,India,,8912907,8335109,130993
2020-11-18,India,,8958483,8383602,131578
2020-11-19,India,,9004365,8428409,132162
2020-11-20,India,,9050597,8478124,132726
2020-11-21,India,,9095806,8521617,133227
2020-11-22,India,,9139865,8562641,133738
2020-11-23,India,,9177840,8604955,134218
2020-11-24,India,,9222216,8642771,134699
2020-11-25,India,,9266705,8679138,135223
2020-11-26,India,,9309787,8718517,135715
2020-11-27,India,,9351109,8759969,136200
2020-11-28,India,,9392919,8802267,136696
2020-11-29,India,,9431691,8847600,137139
2020-11-30,India,,9462809,8889585,137621
2020-12-01,India,,9499413,8932647,138122
2020-12-02,India,,9534964,8973373,138648
2020-12-03,India,,9571559,9016289,139188
2020-12-04,India,,9608211,9058822,139700
2020-12-05,India,,9644222,9100792,140182
2020-12-06,India,,9677203,9139901,140573
2020-12-07,India,,9703770,9178946,140958
2020-12-08,India,,9735850,9215581,141360
2020-12-09,India,,9767371,9253306,141772
2020-12-10,India,,9796744,9290809,142185
2020-12-11,India,,9826775,9324328,142628
2020-12-12,India,,9857029,9357464,143019
2020-12-13,India,,9884100,9388159,143355
2020-12-14,India,,9906165,9422636,143709
2020-12-15,India,,9932547,9456449,144096
2020-12-16,India,,9956557,9489740,144451
2020-12-17,India,,9979447,9520827,144789
2020-12-18,India,,10004599,9550712,145136
2020-12-19,India,,10031223,9580402,145477
2020-12-20,India,,10055560,9606111,145810
2020-12-21,India,,10075116,9636487,146111
2020-12-22,India,,10099066,9663382,146444
2020-12-23,India,,10123778,9693173,146756
2020-12-24,India,,10146845,9717834,147092
2020-12-25,India,,10169118,9740108,147343
2020-12-26,India,,10187850,9761538,147622
2020-12-27,India,,10207871,9782669,147901
2020-12-28,India,,10224303,9807569,148153
2020-12-29,India,,10244852,9834141,148439
2020-12-30,India,,10266674,9860280,148738
2020-12-31,India,,10286709,9883461,148994
2021-01-01,India,,10305788,9929568,149218
2021-01-02,India,,10323965,9927310,149435
2021-01-03,India,,10340469,9946867,149649
2021-01-04,India,,10356844,9975958,149850
2021-01-05,India,,10374932,9997272,150114
2021-01-06,India,,10395278,10016859,150336
2021-01-07,India,,10413417,10037398,150570
2021-01-08,India,,10413417,10037398,150570
2021-01-09,India,,10450284,10075950,150999
2021-01-10,India,,10466595,10092909,151160
2021-01-11,India,,10479179,10111294,151327
2021-01-12,India,,10495147,10129111,151529
2021-01-13,India,,10512093,10146763,151727
2021-01-14,India,,10527683,10162738,151918
2021-01-15,India,,10542841,10179715,152093
2021-01-16,India,,10557985,10196885,152274
2021-01-17,India,,10571773,10211342,152419
2021-01-18,India,,10581823,10228753,152556
2021-01-19,India,,10595639,10245741,152718
2021-01-20,India,,10610883,10265706,152869
2021-01-21,India,,10625428,10283702,153032
2021-01-22,India,,10639684,10300838,153184
2021-01-23,India,,10654533,10316786,153339
2021-01-24,India,,10667736,10330084,153470
2021-01-25,India,,10676838,10345985,153587
2021-01-26,India,,10689527,10359305,153724
2021-01-27,India,,10701193,10373606,153847
2021-01-28,India,,10720048,10394352,154010
2021-01-29,India,,10733130,10409146,154147
2021-01-30,India,,10746174,10423109,154274
2021-01-31,India,,10757610,10434983,154392
2021-02-01,India,,10766245,10448406,154486
2021-02-02,India,,10777284,10462631,154596
2021-02-03,India,,10790183,10480455,154703
2021-02-04,India,,10802591,10496308,154823
2021-02-05,India,,10814304,10510796,154918
2021-02-06,India,,10826363,10522601,154996
2021-02-07,India,,10838194,10534505,155080
2021-02-08,India,,10847304,10548521,155158
2021-02-09,India,,10858371,10561608,155252
2021-02-10,India,,10871294,10573372,155360
2021-02-11,India,,10880603,10589230,155447
2021-02-12,India,,10892746,10600625,155550
2021-02-13,India,,10904940,10611731,155642
2021-02-14,India,,10916589,10621220,155732
2021-02-15,India,,10925710,10633025,155813
2021-02-16,India,,10937320,10644858,155913
2021-02-17,India,,10950201,10656845,156014
2021-02-18,India,,10963394,10667741,156111
2021-02-19,India,,10977387,10678048,156212
2021-02-20,India,,10991651,10689715,156302
2021-02-21,India,,11005850,10699410,156385
2021-02-22,India,,11016434,10712665,156463
2021-02-23,India,,11030176,10726702,156567
2021-02-24,India,,11046914,10738501,156705
2021-02-25,India,,11063491,10750680,156825
2021-02-26,India,,11079979,10763451,156938
2021-02-27,India,,11096731,10775169,157051
2021-02-28,India,,11112241,10786452,157157
2021-03-01,India,,11124527,10798921,157248
2021-03-02,India,,11139516,10812044,157346
2021-03-03,India,,11156923,10826075,157435
2021-03-04,India,,11173761,10839894,157548
2021-03-05,India,,11192045,10854126,157656
2021-03-06,India,,11210799,10868520,157756
2021-03-07,India,,11229398,10882798,157853
2021-03-08,India,,11244786,10899394,157930
2021-03-09,India,,11262707,10920046,158063
2021-03-10,India,,11285561,10938146,158189
2021-03-11,India,,11308846,10953303,158306
2021-03-12,India,,11333728,10973260,158446
2021-03-13,India,,11359048,10989897,158607
2021-03-14,India,,11385339,11007352,158725
2021-03-15,India,,11409831,11027543,158856
2021-03-16,India,,11438734,11045284,159044
2021-03-17,India,,11474605,11063025,159216
2021-03-18,India,,11514331,11083679,159370
2021-03-19,India,,11555284,11107332,159558
2021-03-20,India,,11599130,11130288,159755
2021-03-21,India,,11646081,11151468,159967
2021-03-22,India,,11686796,11181253,160166
2021-03-23,India,,11734058,11205160,160441
2021-03-24,India,,11787534,11231650,160692
2021-03-25,India,,11846652,11264637,160949
2021-03-26,India,,11908910,11295023,161240
2021-03-27,India,,11971624,11323762,161552
2021-03-28,India,,12039644,11355993,161843
2021-03-29,India,,12095855,11393021,162114
2021-03-30,India,,12149335,11434301,162468
2021-03-31,India,,12221665,11474683,162927
2021-04-01,India,,12303131,11525039,163396
2021-04-02,India,,12392260,11569241,164110
2021-04-03,India,,12485509,11629289,164623
2021-04-04,India,,12589067,11682136,165101
2021-04-05,India,,12686049,11732279,165547
2021-04-06,India,,12801785,11792135,166177
2021-04-07,India,,12928574,11851393,166862
2021-04-08,India,,13060542,11913292,167642
2021-04-09,India,,13205926,11990859,168436
2021-04-10,India,,13358805,12081443,169275
2021-04-11,India,,13527717,12156529,170179
2021-04-12,India,,13689453,12253697,171058
2021-04-13,India,,13873825,12336036,172085
2021-04-14,India,,14074564,12429564,173123
2021-04-15,India,,14291917,12547866,174308
2021-04-16,India,,14526609,12671220,175649
2021-04-17,India,,14788003,12809638,177150
2021-04-18,India,,15061805,12953817,178769
2021-04-19,India,,15320972,13108565,180530
2021-04-20,India,,15616130,13276039,182553
2021-04-21,India,,15930774,13454880,184657
2021-04-22,India,,16263695,13648159,186920
2021-04-23,India,,16610481,13867997,189544
2021-04-24,India,,16960172,14085110,192311
2021-04-25,India,,17313163,14304382,195123
2021-04-26,India,,17636186,14556089,197894
2021-04-27,India,,17997113,14817240,201187
2021-04-28,India,,18376421,15086740,204832
2021-04-29,India,,18762976,15384418,208330
2021-04-30,India,,19164969,15684406,211853
2021-05-01,India,,19557457,15992271,215542
2021-05-02,India,,19925517,16292725,218959
2021-05-03,India,,20282833,16613292,222408
2021-05-04,India,,20664979,16951521,226188
2021-05-05,India,,21077410,17280844,230168
2021-05-06,India,,21491598,17612351,234083
2021-05-07,India,,21892676,17930960,238270
2021-05-08,India,,22296081,18317364,242347
2021-05-09,India,,22662575,18671222,246116
2021-05-10,India,,22992517,19027304,249992
2021-05-11,India,,23340938,19382642,254197
2021-05-12,India,,23703665,19734823,258317
2021-05-13,India,,24046809,20079599,262317
2021-05-14,India,,24372907,20432898,266207
2021-05-15,India,,24684077,20795335,270284
2021-05-16,India,,24965463,21174076,274390
2021-05-17,India,,25228996,21596512,278719
2021-05-18,India,,25496330,21986363,283248
2021-05-19,India,,25772440,22355440,287122
2021-05-20,India,,26031991,22712735,291331
2021-05-21,India,,26289290,23070365,295525
2021-05-22,India,,26530132,23425467,299266
2021-05-23,India,,26752447,23728011,303720
2021-05-24,India,,26948874,24054861,307231
2021-05-25,India,,27157795,24350816,311388
2021-05-26,India,,27369093,24633951,315235
2021-05-27,India,,27555457,24893410,318895
2021-05-28,India,,27729247,25178011,322512
2021-05-29,India,,27894800,25454320,325972
2021-05-30,India,,28047534,25692342,329100
2021-05-31,India,,28175044,25947629,331895
2021-06-01,India,,28307832,26179085,335102
2021-06-02,India,,28441986,26390584,337989
2021-06-03,India,,28574350,26597655,340702
2021-06-04,India,,28694879,26795549,344082
2021-06-05,India,,28809339,26984781,346759
2021-06-06,India,,28909975,27159180,349186
2021-06-07,India,,28996473,27341462,351309
2021-06-08,India,,29089069,27504126,353528
2021-06-09,India,,29182532,27655493,355705
2021-06-10,India,,29274823,27790073,363079
2021-06-11,India,,29359155,27911384,367081
2021-06-12,India,,29439989,28043446,370384
2021-06-13,India,,29510410,28162947,374305
2021-06-14,India,,29570881,28280472,377031
2021-06-15,India,,29633105,28388100,379573
2021-06-16,India,,29700313,28491670,381903
2021-06-17,India,,29762793,28580647,383490
2021-06-18,India,,29823546,28678390,385137
2021-06-19,India,,29881772,28765738,386708
2021-06-20,India,,29935221,28844199,388135
2021-06-21,India,,29977861,28926038,389302
2021-06-22,India,,30028709,28994855,390660
2021-06-23,India,,30082778,29063740,391981
2021-06-24,India,,30134445,29128267,393310
2021-06-25,India,,30183143,29193085,394493
2021-06-26,India,,30233183,29251029,395751
2021-06-27,India,,30279331,29309607,396730
2021-06-28,India,,30316897,29366601,397637
2021-06-29,India,,30362848,29427330,398454
2021-06-30,India,,30411634,29488918,399459
2021-07-01,India,,30458251,29548302,400312
2021-07-02,India,,30502362,29605779,401050
2021-07-03,India,,30545433,29658078,402005
2021-07-04,India,,30585229,29700430,402728
2021-07-05,India,,30619932,29752294,403281
2021-07-06,India,,30663665,29799534,404211
2021-07-07,India,,30709557,29843825,405028
2021-07-08,India,,30752950,29888284,405939
2021-07-09,India,,30795716,29933538,407145
2021-07-10,India,,30837222,29975064,408040
2021-07-11,India,,30874376,30014713,408764
2021-07-12,India,,30907282,30063720,410784
2021-07-13,India,,30946147,30104659,411406
2021-07-14,India,,30987880,30143850,411989
2021-07-15,India,,31026829,30183876,412531
2021-07-16,India,,31064908,30227792,413091
2021-07-17,India,,31106065,30269796,413609
2021-07-18,India,,31144229,30308456,414108
2021-07-19,India,,31174322,30353710,414482
2021-07-20,India,,31216337,30390687,418480
2021-07-21,India,,31257720,30429339,418987
2021-07-22,India,,31293062,30468079,419470
2021-07-23,India,,31332159,30468079,420016
2021-07-24,India,,31371901,30543138,420551
2021-07-25,India,,31411262,30579106,420967
2021-07-26,India,,31440951,30621469,421382
2021-07-27,India,,31484605,30663147,422022
2021-07-28,India,,31528114,30701612,422662
2021-07-29,India,,31572344,30743972,423217
2021-07-30,India,,31613993,30781263,423810
2021-07-31,India,,31655824,30820521,424351
2021-08-01,India,,31695958,30857467,424773
2021-08-02,India,,31726507,30896354,425195
2021-08-03,India,,31769132,30933022,425757
2021-08-04,India,,31812114,30974748,426290
2021-08-05,India,,31856757,0,426754
2021-08-06,India,,31895385,0,427371
2021-08-07,India,,31934455,0,427862
2021-08-08,India,,31969954,0,428309
2021-08-09,India,,31998158,0,428682
2021-08-10,India,,32036511,0,429179
2021-08-11,India,,32077706,0,429669
2021-08-12,India,,32117826,0,430254
2021-08-13,India,,32156493,0,430732
2021-08-14,India,,32192576,0,431225
2021-08-15,India,,32225513,0,431642
2021-08-16,India,,32250679,0,432079
2021-08-17,India,,32285857,0,432519
2021-08-18,India,,32322258,0,433049
2021-08-19,India,,32358829,0,433589
2021-08-20,India,,32393286,0,433964
2021-08-21,India,,32424234,0,434367
2021-08-22,India,,32449306,0,434756
2021-08-23,India,,32474773,0,435110
2021-08-24,India,,32512366,0,435758
2021-08-25,India,,32558530,0,436365
2021-08-26,India,,32603188,0,436861
2021-08-27,India,,32649947,0,437370
2021-08-28,India,,32695030,0,437830
2021-08-29,India,,32737939,0,438210
2021-08-30,India,,32768880,0,438560
2021-08-31,India,,32810845,0,439020
2021-09-01,India,,32857937,0,439529
2021-09-02,India,,32903289,0,439895
2021-09-03,India,,32945907,0,440225
2021-09-04,India,,32988673,0,440533
2021-09-05,India,,33027621,0,440752
2021-09-06,India,,33058843,0,441042
2021-09-07,India,,33096718,0,441411
2021-09-08,India,,33139981,0,441749
2021-09-09,India,,33174954,0,442009
2021-09-10,India,,33208330,0,442317
2021-09-11,India,,33236921,0,442655
2021-09-12,India,,33264175,0,442874
2021-09-13,India,,33289579,0,443213
2021-09-14,India,,33316755,0,443497
2021-09-15,India,,33347325,0,443928
2021-09-16,India,,33381728,0,444248
2021-09-17,India,,33417390,0,444529
2021-09-18,India,,33448163,0,444838
2021-09-19,India,,33478419,0,445133
2021-09-20,India,,33504534,0,445385
2021-09-21,India,,33531498,0,445768
2021-09-22,India,,33563421,0,446050
2021-09-23,India,,33594803,0,446368
2021-09-24,India,,33624419,0,446658
2021-09-25,India,,33652745,0,446918
2021-09-26,India,,33678786,0,447194
2021-09-27,India,,33697581,0,447373
2021-09-28,India,,33716451,0,447751
2021-09-29,India,,33739980,0,448062
2021-09-30,India,,33766707,0,448339
2021-10-01,India,,33791061,0,448573
2021-10-02,India,,33813903,0,448817
2021-10-03,India,,33834702,0,448997
2021-10-04,India,,33853048,0,449260
2021-10-05,India,,33871881,0,449538
2021-10-06,India,,33894312,0,449856
2021-10-07,India,,33915569,0,450127
2021-10-08,India,,33935309,0,450375
2021-10-09,India,,33953475,0,450589
2021-10-10,India,,33971607,0,450782
2021-10-11,India,,33985920,0,450963
2021-10-12,India,,34001743,0,451189
2021-10-13,India,,34020730,0,451435
2021-10-14,India,,34037592,0,451814
2021-10-15,India,,34053573,0,451980
2021-10-16,India,,34067719,0,452124
2021-10-17,India,,34081315,0,452290
2021-10-18,India,,34094373,0,452454
2021-10-19,India,,34108996,0,452651
2021-10-20,India,,34127450,0,452811
2021-10-21,India,,34143236,0,453042
2021-10-22,India,,34159562,0,453708
2021-10-23,India,,34175468,0,454269
2021-10-24,India,,34189774,0,454712
2021-10-25,India,,34202202,0,455068
2021-10-26,India,,34215653,0,455653
2021-10-27,India,,34231809,0,456386
2021-10-28,India,,34246157,0,457191
2021-10-29,India,,34260470,0,457740
2021-10-30,India,,34273300,0,458186
2021-10-31,India,,34285814,0,458437
2021-11-01,India,,34296237,0,458880
2021-11-02,India,,34308140,0,459191
2021-11-03,India,,34321025,0,459652
2021-11-04,India,,34333754,0,459873
2021-11-05,India,,34344683,0,460265
2021-11-06,India,,34355509,0,460791
2021-11-07,India,,34366987,0,461057
2021-11-08,India,,34377113,0,461389
2021-11-09,India,,34388579,0,461849
2021-11-10,India,,34401670,0,462189
2021-11-11,India,,34414186,0,462690
2021-11-12,India,,34426036,0,463245
2021-11-13,India,,34437307,0,463530
2021-11-14,India,,34447536,0,463655
2021-11-15,India,,34456401,0,463852
2021-11-16,India,,34466598,0,464153
2021-11-17,India,,34478517,0,464623
2021-11-18,India,,34489623,0,465082
2021-11-19,India,,34499925,0,465349
2021-11-20,India,,34510413,0,465662
2021-11-21,India,,34518901,0,465911
2021-11-22,India,,34526480,0,466147
2021-11-23,India,,34535763,0,466584
2021-11-24,India,,34544882,0,466980
2021-11-25,India,,34555431,0,467468
2021-11-26,India,,34563749,0,467933
2021-11-27,India,,34572523,0,468554
2021-11-28,India,,34580832,0,468790
2021-11-29,India,,34587822,0,468980
2021-11-30,India,,34596776,0,469247
2021-12-01,India,,34606541,0,469724
2021-12-02,India,,34615757,0,470115
2021-12-03,India,,34624360,0,470530
2021-12-04,India,,34624360,0,470530
2021-12-05,India,,34641561,0,473537
2021-12-06,India,,34648383,0,473757
2021-12-07,India,,34656822,0,473952
2021-12-08,India,,34666241,0,474111
2021-12-09,India,,34674643,0,474479
2021-12-10,India,,34682633,0,474872
2021-12-11,India,,34690510,0,475434
2021-12-12,India,,34697860,0,475636
2021-12-13,India,,34703644,0,475888
2021-12-14,India,,34710628,0,476135
2021-12-15,India,,34718602,0,476478
2021-12-16,India,,34726049,0,476869
2021-12-17,India,,34726049,0,476869
2021-12-18,India,,34733194,0,477158
2021-12-19,India,,34746838,0,477554
2021-12-20,India,,34752164,0,478007
2021-12-21,India,,34758481,0,478325
2021-12-22,India,,34765976,0,478759
2021-12-23,India,,34772626,0,479133
2021-12-24,India,,34779815,0,479520
2021-12-25,India,,34786802,0,479682
2021-12-26,India,,34793333,0,479997
2021-12-27,India,,34799691,0,480290
